@TYPE	xy	xy	xy
@	subtitle	subtitle	subtitle
23,5200005	0,1415804	0,160704	0,1817889
23,5600014	0,1636798	0,1633122	0,183515
23,6000004	0,1739919	0,1615672	0,1961157
23,6400013	0,1776919	0,155582	0,1930224
23,6800003	0,1695007	0,1668153	0,217921
23,7200012	0,1542594	0,1620949	0,2082302
23,7600002	0,1637586	0,1536086	0,1847426
23,8000011	0,1604016	0,1647044	0,2003728
23,8400021	0,14674	0,1550877	0,1979261
23,8800011	0,1809419	0,170025	0,1922712
23,920002	0,1675742	0,1630409	0,1932548
23,960001	0,1713862	0,1599781	0,1907662
24,0000019	0,1799906	0,17119	0,1994154
24,0400009	0,2224585	0,1638225	0,1915713
24,0800018	0,1887909	0,166853	0,1940232
24,1200008	0,1832002	0,1600977	0,1861492
24,1600018	0,1619397	0,1542843	0,1808753
24,2000008	0,2264944	0,1692417	0,1957502
24,2400017	0,2063353	0,1780793	0,1938933
24,2800007	0,1549978	0,1524641	0,1833136
24,3200016	0,1884762	0,1726675	0,1944325
24,3600006	0,1480479	0,1590825	0,1981367
24,4000015	0,1719972	0,1776395	0,2078446
24,4400005	0,1424836	0,1453915	0,1844883
24,4800014	0,1932017	0,1614623	0,1923284
24,5200005	0,1833196	0,1798508	0,2033392
24,5600014	0,1690826	0,1759248	0,2011817
24,6000004	0,1491515	0,1708326	0,1944698
24,6400013	0,1672074	0,1744975	0,1991901
24,6800003	0,1817819	0,1856084	0,1966489
24,7200012	0,2088212	0,1927642	0,2127101
24,7600002	0,2172144	0,1811608	0,1963114
24,8000011	0,2324258	0,1696348	0,2029206
24,8400021	0,1773892	0,1582208	0,1901973
24,8800011	0,1571896	0,164508	0,1893169
24,920002	0,2024633	0,1827572	0,2094464
24,960001	0,1791344	0,1730808	0,1902056
25,0000019	0,1575416	0,164959	0,2038404
25,0400009	0,2043726	0,1731414	0,20958
25,0800018	0,1738272	0,1642988	0,218352
25,1200008	0,176966	0,1783189	0,2024843
25,1600018	0,1702112	0,1777555	0,1974475
25,2000008	0,1755176	0,1735709	0,1949023
25,2400017	0,2645126	0,1817733	0,2087434
25,2800007	0,1861113	0,1747974	0,1986039
25,3200016	0,1698838	0,1783912	0,2123318
25,3600006	0,2132808	0,1652998	0,2013352
25,4000015	0,1724881	0,1774096	0,1977797
25,4400005	0,1909422	0,1748837	0,2012558
25,4800014	0,1643994	0,2043999	0,2335822
25,5200005	0,1765292	0,1706455	0,2086561
25,5600014	0,235973	0,1989783	0,2181784
25,6000004	0,2008881	0,1841846	0,2182519
25,6400013	0,2053249	0,1842909	0,222443
25,6800003	0,1942097	0,2051438	0,2236623
25,7200012	0,1883267	0,1834287	0,2112795
25,7600021	0,1780417	0,1808057	0,2029932
25,8000011	0,1511216	0,1757167	0,2062446
25,8400021	0,1603405	0,1708432	0,2175348
25,8800011	0,2039498	0,1810345	0,2193641
25,920002	0,2213986	0,2085898	0,2222371
25,960001	0,1859372	0,1843846	0,2226544
26,0000019	0,1625316	0,1654729	0,1919795
26,0400009	0,185406	0,1605444	0,1936456
26,0800018	0,1898891	0,1572261	0,1953806
26,1200008	0,2801191	0,1582038	0,2034043
26,1600018	0,1834806	0,1575615	0,189722
26,2000008	0,1604366	0,1647655	0,2023307
26,2400017	0,2164199	0,1792681	0,1968345
26,2800007	0,2126999	0,1820881	0,2119919
26,3200016	0,1656421	0,1728312	0,2050909
26,3600006	0,2118213	0,1776475	0,2154793
26,4000015	0,1710785	0,1719981	0,2144753
26,4400005	0,1670505	0,1922635	0,2280245
26,4800014	0,1968761	0,1870795	0,213243
26,5200005	0,1999807	0,1703629	0,2103209
26,5600014	0,2235121	0,1937948	0,2211446
26,6000004	0,210168	0,1761056	0,2097871
26,6400013	0,2185645	0,1822372	0,2164693
26,6800022	0,2114107	0,1897963	0,2131764
26,7200012	0,2415318	0,1868393	0,2105442
26,7600021	0,2443378	0,1930458	0,210922
26,8000011	0,2166757	0,1731407	0,2054962
26,8400021	0,2639114	0,1893255	0,2203252
26,8800011	0,2017081	0,1862567	0,2055213
26,920002	0,2230558	0,1826006	0,2033603
26,960001	0,1944962	0,1773012	0,2032514
27,0000019	0,1850902	0,1697115	0,2129023
27,0400009	0,2213559	0,1754856	0,2061706
27,0800018	0,2209825	0,1761522	0,2001917
27,1200008	0,2353799	0,1937533	0,2133497
27,1600018	0,2305946	0,1888554	0,2110464
27,2000008	0,2304384	0,1879182	0,2092807
27,2400017	0,1912965	0,1805901	0,2066938
27,2800007	0,2050198	0,1732591	0,2096708
27,3200016	0,2253221	0,1867768	0,2031436
27,3600006	0,2488991	0,1670596	0,199221
27,4000015	0,2198975	0,1661125	0,2003605
27,4400005	0,2581679	0,1744264	0,2055706
27,4800014	0,2818386	0,2023705	0,2307066
27,5200005	0,2095125	0,1598568	0,2012312
27,5600014	0,2294077	0,1666664	0,1910807
27,6000004	0,2673172	0,178254	0,2013322
27,6400013	0,2806891	0,1721372	0,1995376
27,6800022	0,2401392	0,1727688	0,2017129
27,7200012	0,2666475	0,1882132	0,2039326
27,7600021	0,2346675	0,1755827	0,1870638
27,8000011	0,272212	0,1839405	0,2038068
27,8400021	0,2452993	0,190245	0,1989387
27,8800011	0,2443541	0,1857891	0,2004361
27,920002	0,2105209	0,1754885	0,1907092
27,960001	0,2189049	0,1807011	0,2065729
28,0000019	0,2602211	0,1948245	0,2038873
28,0400009	0,2537346	0,1828178	0,2028466
28,0800018	0,2968028	0,221232	0,2204405
28,1200008	0,3354229	0,2024683	0,2114305
28,1600018	0,2988425	0,1990068	0,2156252
28,2000008	0,2677971	0,1900275	0,2109564
28,2400017	0,3712184	0,2128742	0,2054733
28,2800007	0,2762729	0,200473	0,203316
28,3200016	0,2639764	0,1780716	0,2044472
28,3600006	0,2959802	0,2046546	0,21519
28,4000015	0,2898338	0,2001041	0,2211571
28,4400005	0,2913975	0,2076171	0,2214942
28,4800014	0,2678434	0,2011787	0,2047603
28,5200005	0,298576	0,2021018	0,2112352
28,5600014	0,3044291	0,2037723	0,2159165
28,6000023	0,3206265	0,1794354	0,196452
28,6400013	0,308592	0,1936002	0,2143598
28,6800022	0,3233244	0,2098955	0,2138011
28,7200012	0,2972882	0,1856893	0,2072412
28,7600021	0,3286952	0,1939689	0,215998
28,8000011	0,3265488	0,1946058	0,1990646
28,8400021	0,347074	0,174042	0,1943084
28,8800011	0,2887972	0,1755827	0,2094987
28,920002	0,2892497	0,1731491	0,2060826
28,960001	0,3118742	0,1822052	0,1986492
29,0000019	0,2651941	0,1841152	0,2066636
29,0400009	0,3151963	0,1893496	0,2074831
29,0800018	0,2988811	0,1873641	0,2058069
29,1200008	0,2544308	0,1641601	0,1907772
29,1600018	0,2974115	0,1787633	0,1920081
29,2000008	0,2951183	0,1892931	0,2146501
29,2400017	0,2327856	0,1624835	0,1910305
29,2800007	0,2519948	0,1861251	0,2065697
29,3200016	0,254173	0,1926691	0,2098839
29,3600006	0,2450734	0,1734687	0,1855124
29,4000015	0,2443448	0,1828221	0,1948602
29,4400005	0,2488995	0,1670815	0,18351
29,4800014	0,2530562	0,2023213	0,2134722
29,5200005	0,2522417	0,157262	0,2038936
29,5600014	0,2788531	0,1646361	0,1894293
29,6000023	0,2986658	0,1711398	0,1967992
29,6400013	0,212332	0,1612079	0,1855209
29,6800022	0,2647186	0,1738627	0,1991898
29,7200012	0,2278433	0,1622124	0,1918382
29,7600021	0,2192659	0,1625117	0,1893455
29,8000011	0,2045723	0,1597512	0,179775
29,8400021	0,2725462	0,1623273	0,1857309
29,8800011	0,2525638	0,1591731	0,1883737
29,920002	0,2437512	0,1605041	0,1904074
29,960001	0,1784756	0,157452	0,1794471
30,0000019	0,1779829	0,1515536	0,1744802
30,0400009	0,1910794	0,1545277	0,181784
30,0800018	0,18504	0,1435802	0,1772568
30,1200008	0,1984644	0,1495772	0,1819799
30,1600018	0,2213376	0,154	0,1963106
30,2000008	0,2387746	0,1503687	0,1873194
30,2400017	0,2015917	0,1396493	0,1916002
30,2800007	0,2402571	0,1529327	0,1949804
30,3200016	0,202478	0,1553567	0,1972357
30,3600006	0,1856881	0,1461217	0,1855093
30,4000015	0,2309625	0,1653044	0,1826056
30,4400005	0,2365054	0,1436808	0,1864926
30,4800014	0,2159968	0,1688883	0,1977839
30,5200024	0,2431421	0,1589256	0,1884925
30,5600014	0,2604232	0,1640779	0,1929463
30,6000023	0,216891	0,165713	0,1870203
30,6400013	0,2318411	0,1550247	0,1810541
30,6800022	0,2628652	0,1709436	0,2005356
30,7200012	0,2691152	0,1677867	0,1930753
30,7600021	0,1983972	0,1742204	0,1993526
30,8000011	0,2299646	0,1625432	0,1886535
30,8400021	0,2006344	0,1698843	0,1933207
30,8800011	0,2042027	0,1596302	0,1945535
30,920002	0,2320856	0,1568602	0,1843624
30,960001	0,2235105	0,1475897	0,184263
31,0000019	0,2163146	0,1747607	0,2003219
31,0400009	0,2436709	0,166128	0,1941145
31,0800018	0,2285929	0,157509	0,1810948
31,1200008	0,1985408	0,171089	0,1897409
31,1600018	0,2007688	0,1760349	0,2071102
31,2000008	0,2004785	0,167555	0,1992253
31,2400017	0,2495712	0,1657607	0,1882956
31,2800007	0,2066041	0,1597546	0,1815088
31,3200016	0,1670034	0,1752589	0,1892781
31,3600006	0,2158762	0,1606441	0,195865
31,4000015	0,2111841	0,1546502	0,1883576
31,4400024	0,1763434	0,1687527	0,1894505
31,4800014	0,1813203	0,1591845	0,1789923
31,5200024	0,2257172	0,1756117	0,2086862
31,5600014	0,1942004	0,1670143	0,2030859
31,6000023	0,2527702	0,1805528	0,1975996
31,6400013	0,2439804	0,1603497	0,1942026
31,6800022	0,2937965	0,1723461	0,1994855
31,7200012	0,2085167	0,1669783	0,2011089
31,7600021	0,2162828	0,1630825	0,1879355
31,8000011	0,2184068	0,1553527	0,187672
31,8400021	0,2436997	0,169956	0,208231
31,8800011	0,2828512	0,1608378	0,2014654
31,920002	0,2750387	0,171375	0,2050439
31,960001	0,207487	0,1536645	0,193365
32	0,2089164	0,1623141	0,1930473
32,0400009	0,2500895	0,1517871	0,1907345
32,0800018	0,1948726	0,1612124	0,1986186
32,1200027	0,1981488	0,159606	0,2006157
32,1599998	0,2111401	0,1574495	0,1827405
32,2000008	0,1850543	0,1552648	0,1986946
32,2400017	0,2219529	0,1894794	0,2121643
32,2800026	0,213145	0,1691547	0,1982559
32,3199997	0,2162047	0,1717846	0,2036492
32,3600006	0,2080734	0,1651794	0,2005886
32,4000015	0,2288119	0,1731039	0,1979279
32,4400024	0,2059322	0,1607745	0,1906311
32,4800034	0,268658	0,1636136	0,1912625
32,5200005	0,1978239	0,1532469	0,1879719
32,5600014	0,2100925	0,1719283	0,2036801
32,6000023	0,2400505	0,1653481	0,1989362
32,6400032	0,2751877	0,1635716	0,1988894
32,6800003	0,20354	0,1500335	0,1961321
32,7200012	0,2114656	0,1704599	0,1950392
32,7600021	0,1837188	0,1570552	0,1977243
32,8000031	0,1800119	0,1551503	0,1868495
32,8400002	0,2090533	0,1597847	0,1942085
32,8800011	0,2183345	0,1543564	0,2052924
32,920002	0,2591892	0,1603235	0,187714
32,9600029	0,2165012	0,1565015	0,2023497
33	0,2418739	0,171681	0,2146459
33,0400009	0,2240011	0,1743306	0,1928536
33,0800018	0,1634203	0,1518496	0,1830637
33,1200027	0,2083239	0,1589093	0,1941207
33,1599998	0,2222088	0,1608561	0,1937552
33,2000008	0,2658761	0,1622867	0,1933216
33,2400017	0,2470848	0,164212	0,1858144
33,2800026	0,2087801	0,1627901	0,1882339
33,3199997	0,2202922	0,1545955	0,1928629
33,3600006	0,2312046	0,1545814	0,1993354
33,4000015	0,1974504	0,161308	0,187705
33,4400024	0,1780261	0,1456144	0,1791439
33,4800034	0,2278939	0,1561471	0,1982057
33,5200005	0,1771824	0,1473382	0,1855152
33,5600014	0,1474047	0,1604814	0,1983349
33,6000023	0,2003139	0,1555412	0,1823394
33,6400032	0,1595366	0,1462102	0,1945615
33,6800003	0,1545344	0,166416	0,1970278
33,7200012	0,1736678	0,154582	0,1803956
33,7600021	0,2226771	0,1544153	0,1917669
33,8000031	0,2089097	0,153865	0,1939082
33,8400002	0,1987312	0,1456322	0,1886832
33,8800011	0,2244511	0,1587573	0,1758482
33,920002	0,236968	0,1728118	0,2078176
33,9600029	0,2087059	0,1818352	0,2062484
34	0,1997731	0,18466	0,2097036
34,0400009	0,2009288	0,1757017	0,2096349
34,0800018	0,2488846	0,1699295	0,2056529
34,1200027	0,2529513	0,1851901	0,2150168
34,1599998	0,2291741	0,1725556	0,2048675
34,2000008	0,2826857	0,1720889	0,1929025
34,2400017	0,2148245	0,1896186	0,2010496
34,2800026	0,1863116	0,1614053	0,202195
34,3200035	0,2120541	0,1689452	0,2056072
34,3600006	0,2174822	0,1711081	0,2176958
34,4000015	0,2087375	0,1863359	0,2088198
34,4400024	0,198758	0,1894798	0,2052714
34,4800034	0,2192145	0,169904	0,207925
34,5200005	0,2729315	0,1841582	0,2013994
34,5600014	0,3186005	0,1798838	0,2067772
34,6000023	0,2070327	0,1610566	0,2004846
34,6400032	0,2655358	0,1856386	0,2146765
34,6800003	0,285667	0,1779533	0,1960987
34,7200012	0,2324225	0,1683289	0,198143
34,7600021	0,2428374	0,1623731	0,1903745
34,8000031	0,2334292	0,1826203	0,2017826
34,8400002	0,2466354	0,1627554	0,2064697
34,8800011	0,2838623	0,1686028	0,1990022
34,920002	0,3264025	0,170834	0,1919447
34,9600029	0,2844181	0,1746849	0,2073236
35	0,2387236	0,1720719	0,2087979
35,0400009	0,2837162	0,1544951	0,1936648
35,0800018	0,241523	0,1688409	0,2016983
35,1200027	0,2574355	0,1714046	0,1894636
35,1599998	0,209655	0,1703752	0,2130646
35,2000008	0,2693148	0,1642164	0,1991094
35,2400017	0,2303092	0,1865151	0,2067134
35,2800026	0,2194372	0,1805472	0,2033224
35,3200035	0,2168042	0,18336	0,2117226
35,3600006	0,2508053	0,1847991	0,2195746
35,4000015	0,1998616	0,176662	0,2134776
35,4400024	0,230472	0,1666493	0,1974871
35,4800034	0,2420884	0,1739847	0,2027912
35,5200005	0,2414105	0,1811613	0,195221
35,5600014	0,2210694	0,170595	0,2133362
35,6000023	0,2282322	0,1741292	0,1958987
35,6400032	0,247579	0,1733963	0,197418
35,6800003	0,2741188	0,1892128	0,2190609
35,7200012	0,2424843	0,1775029	0,202208
35,7600021	0,2078103	0,1672978	0,1886548
35,8000031	0,2161767	0,1748369	0,1899302
35,8400002	0,2125037	0,1627468	0,1953085
35,8800011	0,2060449	0,1786058	0,2050551
35,920002	0,2760091	0,1714205	0,1967727
35,9600029	0,2601632	0,1707615	0,1963654
36	0,2470152	0,1634265	0,2000632
36,0400009	0,2385089	0,1665624	0,1936117
36,0800018	0,2648278	0,1764394	0,198552
36,1200027	0,2394616	0,1736827	0,2006599
36,1599998	0,2318571	0,1710178	0,2096988
36,2000008	0,2281056	0,1792672	0,2076713
36,2400017	0,2102785	0,186714	0,2067074
36,2800026	0,2089724	0,1693187	0,2103974
36,3200035	0,2297495	0,1630935	0,2057313
36,3600006	0,2289286	0,165569	0,2073119
36,4000015	0,2301161	0,1729182	0,1962874
36,4400024	0,2208917	0,1640507	0,2008211
36,4800034	0,2185235	0,169239	0,1944293
36,5200005	0,2439882	0,1676217	0,1960335
36,5600014	0,2172344	0,160419	0,1893779
36,6000023	0,2261338	0,1634504	0,1972551
36,6400032	0,2565269	0,1721653	0,2089275
36,6800003	0,2523612	0,1931729	0,2166707
36,7200012	0,2278742	0,1874443	0,2085606
36,7600021	0,2138872	0,1890168	0,217707
36,8000031	0,2381282	0,1818182	0,2116549
36,8400002	0,2407578	0,1868574	0,2136367
36,8800011	0,2273147	0,1937362	0,212462
36,920002	0,2315682	0,1991966	0,2101777
36,9600029	0,2174961	0,1847745	0,2081138
37	0,2106951	0,1739994	0,1983176
37,0400009	0,2123244	0,1869961	0,2020286
37,0800018	0,2454347	0,1897114	0,2097333
37,1200027	0,2287402	0,1905032	0,2058033
37,1600037	0,2302926	0,1672638	0,1981078
37,2000008	0,2136665	0,1808911	0,2126695
37,2400017	0,2051727	0,1777204	0,2122666
37,2800026	0,2242298	0,1889353	0,2244159
37,3200035	0,2593526	0,1847574	0,2166126
37,3600006	0,2707939	0,1765578	0,20307
37,4000015	0,3175266	0,2013455	0,2230795
37,4400024	0,2980457	0,1879673	0,2065561
37,4800034	0,2562708	0,2018922	0,2199283
37,5200005	0,2542938	0,2066773	0,2239123
37,5600014	0,2623255	0,2026353	0,2275012
37,6000023	0,2222891	0,1986313	0,2224263
37,6400032	0,2058247	0,1774603	0,2135339
37,6800003	0,2170001	0,1657779	0,1997658
37,7200012	0,2191652	0,1648941	0,204162
37,7600021	0,1972386	0,1545346	0,1945507
37,8000031	0,2029189	0,1599921	0,1990102
37,8400002	0,2451587	0,1714853	0,2099151
37,8800011	0,2206698	0,1690451	0,1992757
37,920002	0,2486379	0,1643449	0,1944046
37,9600029	0,2622616	0,169998	0,2062183
38	0,234359	0,1648458	0,2048655
38,0400009	0,2157989	0,1687191	0,1926697
38,0800018	0,2000115	0,156277	0,1994403
38,1200027	0,220435	0,1848265	0,2149662
38,1600037	0,1953649	0,1700558	0,2182641
38,2000008	0,2580833	0,171521	0,2155539
38,2400017	0,2085521	0,1759572	0,1961064
38,2800026	0,2215074	0,1839272	0,2006196
38,3200035	0,1996962	0,1903898	0,204107
38,3600006	0,2255519	0,1746952	0,1984643
38,4000015	0,2055649	0,1678479	0,1903357
38,4400024	0,1615945	0,1649459	0,2013123
38,4800034	0,2104276	0,1576294	0,1950537
38,5200005	0,1752217	0,1749228	0,1961222
38,5600014	0,2022224	0,1783845	0,2143821
38,6000023	0,2084548	0,1815772	0,2189839
38,6400032	0,215962	0,1901441	0,2163326
38,6800003	0,2333627	0,1951881	0,219718
38,7200012	0,2116122	0,1820658	0,1988151
38,7600021	0,2684177	0,1947702	0,2070074
38,8000031	0,2571934	0,1850122	0,2184937
38,8400002	0,2677314	0,1915338	0,2162046
38,8800011	0,2774429	0,1884733	0,2133514
38,920002	0,2450273	0,2010769	0,226264
38,9600029	0,2312471	0,1784249	0,2069512
39	0,2782806	0,1799982	0,1996756
39,0400009	0,2447827	0,1812402	0,2041622
39,0800018	0,2526859	0,1981799	0,2152191
39,1200027	0,1885789	0,1823413	0,2163325
39,1600037	0,2645587	0,1940407	0,2162268
39,2000008	0,2291162	0,1913307	0,2107781
39,2400017	0,2045472	0,1770027	0,202024
39,2800026	0,2461614	0,1848605	0,2062838
39,3200035	0,2399314	0,1870116	0,2092299
39,3600006	0,2840137	0,2046177	0,2111196
39,4000015	0,2923521	0,1905304	0,2201499
39,4400024	0,2251941	0,1793653	0,2018123
39,4800034	0,2875008	0,1997584	0,2037297
39,5200005	0,2531889	0,1913946	0,2149422
39,5600014	0,2484772	0,1907993	0,2100151
39,6000023	0,2034736	0,1762123	0,2013887
39,6400032	0,2405897	0,1900287	0,2152425
39,6800003	0,2243925	0,2070403	0,217116
39,7200012	0,2409498	0,2107768	0,2230068
39,7600021	0,2325852	0,1820209	0,2033578
39,8000031	0,2247034	0,1860161	0,2178245
39,8400002	0,2196561	0,1799684	0,2191006
39,8800011	0,2090668	0,1760344	0,1952176
39,920002	0,2065516	0,1948113	0,2278591
39,9600029	0,2243145	0,1822117	0,2007938
40	0,2155105	0,1851196	0,206083
40,0400009	0,1769571	0,2004354	0,2175207
40,0800018	0,1463082	0,1990013	0,2074347
40,1200027	0,2636365	0,1938936	0,2091414
40,1600037	0,2077797	0,1845408	0,2089567
40,2000008	0,234392	0,1833229	0,1999355
40,2400017	0,1765699	0,191653	0,2041639
40,2800026	0,2265982	0,1825757	0,205229
40,3200035	0,2218466	0,1792001	0,2052816
40,3600006	0,20648	0,1950695	0,2183417
40,4000015	0,2191112	0,1871592	0,2113416
40,4400024	0,231095	0,1998874	0,2095448
40,4800034	0,2380406	0,1910799	0,2079469
40,5200005	0,2015057	0,1915226	0,2029548
40,5600014	0,2347433	0,2048196	0,2227307
40,6000023	0,2258943	0,1966227	0,2170135
40,6400032	0,2084458	0,2047032	0,2070233
40,6800003	0,2084423	0,1979249	0,2142499
40,7200012	0,2219188	0,1942453	0,2147528
40,7600021	0,2195759	0,2068236	0,2223274
40,8000031	0,1926281	0,2054065	0,2151531
40,8400002	0,2066939	0,1989569	0,2088417
40,8800011	0,2579958	0,2030184	0,211937
40,920002	0,2167293	0,1855872	0,2080918
40,9600029	0,2096388	0,1861972	0,2039491
41,0000038	0,205151	0,1872582	0,2014068
41,0400009	0,2158158	0,1890169	0,2116914
41,0800018	0,2063286	0,1821014	0,200746
41,1200027	0,1893111	0,1980022	0,2107357
41,1600037	0,1969575	0,1817727	0,2027715
41,2000008	0,2118157	0,2091278	0,226714
41,2400017	0,2368575	0,2007705	0,1973877
41,2800026	0,2213124	0,1959277	0,2219314
41,3200035	0,2150787	0,1925407	0,196859
41,3600006	0,2244383	0,2035602	0,2174362
41,4000015	0,2190096	0,1936927	0,2036785
41,4400024	0,2649235	0,1925649	0,198522
41,4800034	0,2067961	0,1877665	0,1944436
41,5200005	0,2230299	0,1788008	0,1978755
41,5600014	0,244464	0,1861855	0,2069494
41,6000023	0,2158007	0,1745771	0,1936152
41,6400032	0,295813	0,1917287	0,2204749
41,6800003	0,2508641	0,2137437	0,2238641
41,7200012	0,2469758	0,1997455	0,2217226
41,7600021	0,206949	0,1940556	0,2211163
41,8000031	0,2182863	0,201378	0,2384733
41,8400002	0,2534374	0,2019468	0,2222997
41,8800011	0,2164996	0,1992687	0,2162723
41,920002	0,2354062	0,2007124	0,2180854
41,9600029	0,2368677	0,2043351	0,2239882
42,0000038	0,2395971	0,2126898	0,2291866
42,0400009	0,2829145	0,2116705	0,224705
42,0800018	0,2788707	0,2168416	0,2249818
42,1200027	0,2780238	0,2221102	0,2309885
42,1600037	0,2739374	0,2054766	0,2259819
42,2000008	0,2683029	0,2112086	0,232041
42,2400017	0,2525415	0,2018578	0,2257155
42,2800026	0,2479141	0,1981108	0,2390527
42,3200035	0,2947237	0,1977247	0,214293
42,3600006	0,2923635	0,1989878	0,2177107
42,4000015	0,2389929	0,1906866	0,2072757
42,4400024	0,2863826	0,2055709	0,2254487
42,4800034	0,2862043	0,201001	0,2199489
42,5200005	0,2556241	0,1970755	0,2306631
42,5600014	0,2867842	0,2155687	0,2552943
42,6000023	0,2934176	0,2060519	0,2117857
42,6400032	0,2559468	0,2140015	0,2273769
42,6800003	0,2765728	0,2023279	0,218643
42,7200012	0,2672182	0,2028688	0,2001529
42,7600021	0,2400093	0,2080063	0,2325597
42,8000031	0,2574202	0,191642	0,2012715
42,8400002	0,2800368	0,1936738	0,2050194
42,8800011	0,2522645	0,194141	0,2133722
42,920002	0,2077832	0,1931382	0,2045349
42,9600029	0,2096809	0,1927624	0,2077864
43,0000038	0,2120807	0,1862518	0,2134589
43,0400009	0,2241203	0,1895793	0,2120102
43,0800018	0,2377308	0,1748461	0,1869056
43,1200027	0,2434713	0,191084	0,2008079
43,1600037	0,2424151	0,2037856	0,2030534
43,2000008	0,2481966	0,2144741	0,209706
43,2400017	0,2417022	0,2176513	0,217786
43,2800026	0,247308	0,2045277	0,2149753
43,3200035	0,2336356	0,2167386	0,2170617
43,3600006	0,2325806	0,2044367	0,2093162
43,4000015	0,2598929	0,2084977	0,2081941
43,4400024	0,2277593	0,2009977	0,2135387
43,4800034	0,2006483	0,1934527	0,207874
43,5200005	0,2226848	0,2209492	0,2165676
43,5600014	0,200221	0,2106749	0,1991513
43,6000023	0,2141661	0,2119494	0,2160397
43,6400032	0,2450858	0,2076018	0,208849
43,6800003	0,2012502	0,2097702	0,2026125
43,7200012	0,2120794	0,2093379	0,2065273
43,7600021	0,2058376	0,1935931	0,2036604
43,8000031	0,1840755	0,1995277	0,1981431
43,840004	0,2192145	0,1987921	0,2022426
43,8800011	0,1840803	0,2061793	0,2163334
43,920002	0,2030784	0,2015456	0,2048799
43,9600029	0,1866634	0,2024385	0,2025806
44,0000038	0,2033561	0,2068224	0,2180378
44,0400009	0,2367884	0,2043571	0,210643
44,0800018	0,1920946	0,1953845	0,2100945
44,1200027	0,1945392	0,2109352	0,222708
44,1600037	0,2052436	0,1896266	0,2076449
44,2000008	0,2212876	0,1982056	0,204475
44,2400017	0,2112524	0,1985778	0,2040192
44,2800026	0,198255	0,2098621	0,217521
44,3200035	0,2237129	0,2093233	0,2231444
44,3600006	0,2009635	0,2046247	0,2223633
44,4000015	0,1737053	0,2002946	0,2126946
44,4400024	0,239521	0,2085709	0,2252424
44,4800034	0,2020412	0,2076742	0,2173288
44,5200005	0,198233	0,1863718	0,1987469
44,5600014	0,2108967	0,2047918	0,2129416
44,6000023	0,2148681	0,1953194	0,1945317
44,6400032	0,2378562	0,1941674	0,2157097
44,6800003	0,2430445	0,1999154	0,2202794
44,7200012	0,1818113	0,1841122	0,2000563
44,7600021	0,1977378	0,1958971	0,2040897
44,8000031	0,1998637	0,1924285	0,1953214
44,840004	0,2107621	0,2072177	0,2130447
44,8800011	0,2569726	0,2169562	0,2252265
